qmin:1.0
qmax:30.0
qdamp:0.04
qstep:0.05
rmin:0.0
rmax:20.0
rstep:0.01
rthres:0.0
biso:0.3
device:cuda
batch_size:10000
lorch_mod:False
radiation_type:xray

r,G(r)
12.22,0.10595492
12.23,0.055113632
12.24,0.019989735
12.25,0.004252156
12.259999,0.010655387
12.2699995,0.040845353
12.28,0.09526747
12.29,0.17305112
12.3,0.2721021
12.309999,0.3890876
12.32,0.51974964
12.33,0.6589911
12.34,0.80120385
12.349999,0.94058573
12.36,1.0714694
12.37,1.1885862
12.38,1.2873912
12.389999,1.3643087
12.4,1.4169189
12.409999,1.4440459
12.42,1.4458282
12.429999,1.4236504
12.44,1.3800443
12.45,1.3184855
12.46,1.2431448
12.469999,1.1586456
12.48,1.0696847
12.49,0.9808092
12.5,0.8960778
12.509999,0.8188453
12.5199995,0.75154
12.53,0.69558054
12.54,0.6512978
12.549999,0.6179527
12.56,0.59384125
12.570001,0.57645315
12.580001,0.56268644
12.59,0.54908687
12.6,0.53211313
12.610001,0.50839365
12.620001,0.47498217
12.629999,0.42957214
12.64,0.37060866
12.650001,0.29745036
12.660001,0.21035405
12.67,0.11045826
12.68,-0.000320896
12.690001,-0.11941666
12.7,-0.24379009
12.71,-0.37016928
12.72,-0.49525452
12.7300005,-0.6158988
12.740001,-0.72931427
12.75,-0.83319354
12.76,-0.92585534
12.77,-1.0062222
12.780001,-1.0738201
12.79,-1.1287711
12.8,-1.1716295
12.81,-1.203265
12.820001,-1.2246934
12.83,-1.2369153
12.84,-1.240782
12.849999,-1.2368444
12.860001,-1.2252672
12.87,-1.2058171
12.88,-1.1778022
12.89,-1.1402125
12.900001,-1.0917383
12.91,-1.0309867
12.92,-0.9566128
12.93,-0.86749166
12.940001,-0.76294565
12.95,-0.64288706
12.96,-0.5079077
12.97,-0.35942143
12.9800005,-0.19967358
12.99,-0.031729907
12.999999,0.14068973
13.01,0.31324872
13.02,0.48125553
13.03,0.6398816
13.04,0.784445
13.05,0.9106048
13.06,1.0146523
13.07,1.0937115
13.08,1.1459205
13.09,1.1705325
13.1,1.1679502
13.11,1.1397384
13.12,1.0885049
13.13,1.0177664
13.14,0.9317238
13.150001,0.83507586
13.16,0.7326585
13.17,0.6292658
13.18,0.52936023
13.19,0.43684402
13.2,0.35485163
13.21,0.28564212
13.220001,0.23054698
13.23,0.18989587
13.24,0.16309814
13.25,0.14877927
13.26,0.14486508
13.2699995,0.14880246
13.28,0.15775174
13.29,0.16879886
13.3,0.1791092
13.309999,0.18616629
13.32,0.18784817
13.33,0.18258378
13.34,0.16934042
13.349999,0.147705
13.36,0.11779122
13.370001,0.08021965
13.38,0.035978455
13.389999,-0.013633839
13.4,-0.067205906
13.41,-0.1232551
13.42,-0.18041298
13.429999,-0.23742662
13.44,-0.29330847
13.45,-0.34730136
13.46,-0.39892977
13.469999,-0.4479599
13.48,-0.49437153
13.49,-0.5382901
13.5,-0.57993287
13.509999,-0.6195277
13.52,-0.6572952
13.530001,-0.69332874
13.540001,-0.7276038
13.55,-0.7600014
13.56,-0.7902434
13.570001,-0.8179397
13.580001,-0.8426316
13.590001,-0.8638369
13.6,-0.88109607
13.610001,-0.8940158
13.620001,-0.90230256
13.63,-0.905805
13.64,-0.90451986
13.650001,-0.89857465
13.660002,-0.8882275
13.67,-0.873813
13.68,-0.85569584
13.690001,-0.8342144
13.700001,-0.8096449
13.71,-0.7821226
13.72,-0.7516416
13.7300005,-0.717995
13.740001,-0.68081546
13.75,-0.6395626
13.76,-0.5935942
13.77,-0.54223526
13.780001,-0.48481146
13.79,-0.4208191
13.8,-0.34992012
13.81,-0.27210474
13.820001,-0.18770872
13.83,-0.09751444
13.84,-0.002690691
13.85,0.095122166
13.860001,0.19392478
13.87,0.29138154
13.88,0.3849879
13.89,0.47211415
13.900001,0.55021256
13.91,0.6169028
13.92,0.67016494
13.93,0.70842826
13.940001,0.7306813
13.95,0.73653275
13.96,0.7262852
13.97,0.70088124
13.9800005,0.6618925
13.99,0.61140984
14.0,0.551963
14.01,0.48636553
14.02,0.41757357
14.03,0.3485026
14.04,0.28190103
14.05,0.22022931
14.06,0.16549689
14.07,0.1192391
14.08,0.08241511
14.09,0.055442236
14.1,0.038203962
14.11,0.030105175
14.12,0.030182194
14.13,0.0371499
14.14,0.04960237
14.15,0.06602961
14.16,0.08503674
14.17,0.10534473
14.18,0.12591417
14.19,0.14596774
14.2,0.16503021
14.21,0.18290094
14.22,0.19962667
14.23,0.21543327
14.24,0.23066097
14.25,0.24572358
14.259999,0.26094347
14.2699995,0.27655157
14.28,0.2926151
14.29,0.30897304
14.3,0.32524708
14.309999,0.34083062
14.32,0.3549234
14.33,0.36659697
14.34,0.37481284
14.349999,0.37857375
14.36,0.3769436
14.37,0.3691468
14.38,0.35465947
14.389999,0.33322603
14.4,0.30492425
14.409999,0.27016714
14.42,0.22970325
14.429999,0.18455745
14.44,0.13600026
14.45,0.08549012
14.46,0.034547914
14.469999,-0.015258187
14.48,-0.06248367
14.49,-0.10581695
14.5,-0.14415842
14.509999,-0.17669842
14.5199995,-0.20292348
14.53,-0.22262871
14.54,-0.23590074
14.549999,-0.24312092
14.56,-0.24486972
14.570001,-0.2419258
14.580001,-0.23516707
14.59,-0.2255407
14.6,-0.2139658
14.610001,-0.20131138
14.620001,-0.18834911
14.629999,-0.1757199
14.64,-0.1639212
14.650001,-0.15328945
14.660001,-0.14404915
14.67,-0.13626987
14.68,-0.12995337
14.690001,-0.12501839
14.7,-0.121322
14.71,-0.11874275
14.72,-0.11713585
14.7300005,-0.11633289
14.740001,-0.11621327
14.75,-0.11665529
14.76,-0.11752749
14.77,-0.118684195
14.780001,-0.11993278
14.79,-0.121053845
14.8,-0.12173424
14.81,-0.121618696
14.820001,-0.12030027
14.83,-0.117298864
14.84,-0.11210484
14.849999,-0.10423112
14.860001,-0.09321098
14.87,-0.07863997
14.88,-0.06025194
14.89,-0.037913635
14.900001,-0.011682269
14.91,0.018175857
14.92,0.051205233
14.93,0.0867096
14.940001,0.12382849
14.95,0.16150376
14.96,0.19860262
14.97,0.23388006
14.9800005,0.26612023
14.99,0.29413068
15.000001,0.31684464
15.01,0.3333681
15.02,0.34301716
15.03,0.34535438
15.04,0.34020337
15.05,0.3276757
15.06,0.30812675
15.07,0.2821748
15.08,0.25060365
15.09,0.21437936
15.1,0.1745366
15.11,0.1321824
15.12,0.088396646
15.13,0.044185344
15.14,0.000472838
15.150001,-0.0419498
15.16,-0.08248429
15.17,-0.12066118
15.18,-0.15618913
15.19,-0.18891323
15.2,-0.21881393
15.21,-0.24595308
15.220001,-0.2704601
15.23,-0.29250014
15.24,-0.31222203
15.25,-0.3297468
15.26,-0.34516
15.2699995,-0.35843858
15.28,-0.36955443
15.29,-0.3783572
15.3,-0.384648
15.309999,-0.38819727
15.32,-0.38873938
15.33,-0.38600418
15.34,-0.37974346
15.349999,-0.36973897
15.36,-0.35583287
15.370001,-0.3379447
15.38,-0.31608152
15.389999,-0.29031357
15.4,-0.2608203
15.41,-0.22788912
15.42,-0.19186477
15.429999,-0.15317486
15.44,-0.11233386
15.45,-0.06989105
15.46,-0.026472997
15.469999,0.017276473
15.48,0.060679954
15.49,0.103033334
15.5,0.14365393
15.509999,0.18182066
15.52,0.21687576
15.530001,0.24817671
15.540001,0.27513552
15.55,0.29725575
15.56,0.31412768
15.570001,0.32544032
15.580001,0.33103973
15.590001,0.33091012
15.6,0.32519814
15.610001,0.31422648
15.620001,0.29848805
15.63,0.2786326
15.64,0.2554687
15.650001,0.22991847
15.660002,0.20298737
15.67,0.17576773
15.68,0.14930928
15.690001,0.12464731
15.700001,0.102733076
15.71,0.08437579
15.72,0.07020175
15.7300005,0.060651533
15.740001,0.055923138
15.75,0.05599392
15.76,0.060588643
15.77,0.069213346
15.780001,0.081201196
15.79,0.09570017
15.8,0.11177623
15.81,0.12842388
15.820001,0.14462768
15.83,0.15941945
15.84,0.1719254
15.85,0.18141928
15.860001,0.18730745
15.87,0.18921277
15.88,0.18693158
15.89,0.18044849
15.900001,0.16993393
15.91,0.15570979
15.92,0.13820164
15.93,0.11796086
15.940001,0.09556002
15.95,0.07161165
15.96,0.046714585
15.97,0.021427888
15.9800005,-0.00373039
15.99,-0.028293915
16.0,-0.051861815
16.01,-0.074087515
16.02,-0.09466423
16.03,-0.113310605
16.04,-0.129773
16.05,-0.14377204
16.06,-0.15504976
16.07,-0.16331582
16.08,-0.16826531
16.09,-0.16958483
16.1,-0.16699934
16.11,-0.16024016
16.12,-0.14909677
16.13,-0.1334648
16.14,-0.11333718
16.15,-0.088844225
16.16,-0.06027939
16.17,-0.0281031
16.18,0.007065806
16.19,0.04443881
16.2,0.0830939
16.21,0.12200644
16.22,0.16008744
16.23,0.19623312
16.24,0.22935025
16.25,0.25846633
16.26,0.2827139
16.27,0.30140626
16.28,0.31409186
16.289999,0.3205322
16.3,0.32074502
16.31,0.31499147
16.32,0.30376142
16.33,0.28772837
16.34,0.26773462
16.35,0.24473791
16.36,0.21972913
16.369999,0.19373152
16.38,0.16766518
16.39,0.14241806
16.4,0.1186951
16.41,0.09703948
16.42,0.07783422
16.43,0.061253242
16.44,0.047279425
16.449999,0.0357842
16.46,0.026434364
16.47,0.01884712
16.48,0.012554391
16.49,0.007071914
16.5,0.001909214
16.51,-0.003359808
16.52,-0.009093332
16.529999,-0.015569017
16.539999,-0.022969108
16.55,-0.031374313
16.56,-0.040757958
16.57,-0.051030472
16.58,-0.06201835
16.59,-0.07354458
16.6,-0.085366376
16.609999,-0.09727586
16.619999,-0.109068826
16.63,-0.12058665
16.64,-0.13168663
16.65,-0.14229785
16.66,-0.15237147
16.67,-0.1619021
16.68,-0.17089806
16.689999,-0.17937556
16.699999,-0.18736449
16.71,-0.19483562
16.72,-0.20175502
16.73,-0.20804213
16.74,-0.21357144
16.75,-0.21816361
16.76,-0.22162803
16.769999,-0.22373386
16.779999,-0.2242331
16.789999,-0.22290213
16.8,-0.21952678
16.81,-0.21395531
16.82,-0.20608942
16.83,-0.1958986
16.84,-0.1834453
16.849998,-0.16887881
16.859999,-0.1524287
16.869999,-0.13440405
16.88,-0.115190834
16.89,-0.095224336
16.9,-0.07496084
16.91,-0.054878224
16.92,-0.035450652
16.929998,-0.017098345
16.939999,-0.000193896
16.949999,0.014930351
16.96,0.0280307
16.97,0.038971145
16.98,0.047672577
16.99,0.054152057
17.0,0.05851841
17.009998,0.060922332
17.019999,0.06160011
17.029999,0.06081801
17.04,0.058880888
17.050001,0.056090403
17.060001,0.05276676
17.070002,0.04923449
17.080002,0.045739587
17.09,0.042572495
17.1,0.039944693
17.11,0.038033124
17.12,0.03698363
17.130001,0.036890686
17.140001,0.03780212
17.150002,0.039749406
17.160002,0.042677756
17.17,0.046524
17.18,0.05120351
17.19,0.056562033
17.2,0.062444292
17.210001,0.068641014
17.220001,0.07495977
17.230001,0.081158996
17.240002,0.087000735
17.25,0.09224202
17.259998,0.09665181
17.27,0.10000687
17.28,0.102108195
17.29,0.10278563
17.300001,0.10190827
17.310001,0.09939217
17.320002,0.09520967
17.33,0.08937468
17.34,0.081960686
17.35,0.073105715
17.36,0.06297282
17.37,0.051785197
17.380001,0.039806373
17.390001,0.02731601
17.4,0.014604325
17.409998,0.001982101
17.42,-0.010258568
17.43,-0.0218392
17.44,-0.032501016
17.45,-0.04202703
17.460001,-0.050238103
17.470001,-0.056985203
17.480001,-0.062175546
17.49,-0.06575799
17.5,-0.067722306
17.51,-0.06810256
17.52,-0.06696946
17.53,-0.064404316
17.54,-0.060539257
17.55,-0.055523187
17.560001,-0.04951227
17.57,-0.04270455
17.58,-0.035260048
17.59,-0.027385565
17.6,-0.019287927
17.61,-0.011156093
17.62,-0.003173535
17.630001,0.00446191
17.640001,0.011594508
17.65,0.018058762
17.66,0.023735814
17.67,0.028518528
17.68,0.03233954
17.69,0.03516862
17.699999,0.037000336
17.710001,0.037893377
17.720001,0.03792562
17.73,0.03723624
17.74,0.035966907
17.75,0.034293815
17.76,0.032425713
17.77,0.030563416
17.78,0.02889629
17.79,0.027607752
17.800001,0.026851917
17.81,0.026741464
17.82,0.027341504
17.83,0.028661706
17.84,0.030669663
17.849998,0.033267166
17.86,0.036333553
17.87,0.03965508
17.880001,0.04304382
17.89,0.046244036
17.9,0.049044237
17.91,0.051199794
17.92,0.052513592
17.93,0.052822854
17.94,0.05198826
17.95,0.049971085
17.960001,0.046739716
17.97,0.04235168
17.98,0.036911525
17.99,0.030558508
17.999998,0.02349673
18.01,0.015948348
18.02,0.008142867
18.03,0.000309688
18.04,-0.007313132
18.05,-0.014518126
18.06,-0.0211294
18.07,-0.027001934
18.08,-0.032026574
18.09,-0.03614149
18.1,-0.039315745
18.11,-0.041553933
18.12,-0.04289412
18.13,-0.043385368
18.14,-0.043089613
18.150002,-0.042091783
18.16,-0.04047181
18.17,-0.038293254
18.18,-0.035642102
18.19,-0.032580823
18.2,-0.02916997
18.21,-0.025482288
18.22,-0.021576932
18.23,-0.017519549
18.24,-0.013397877
18.25,-0.009299002
18.26,-0.005324008
18.27,-0.001598829
18.28,0.001761351
18.289999,0.004607276
18.300001,0.006826252
18.31,0.008299422
18.32,0.008907565
18.33,0.008565124
18.34,0.007227164
18.35,0.00489106
18.36,0.001572328
18.369999,-0.002646847
18.38,-0.007658156
18.39,-0.013299713
18.4,-0.019380035
18.41,-0.02570009
18.42,-0.03203566
18.43,-0.038155712
18.440002,-0.04385786
18.45,-0.048960112
18.46,-0.05329109
18.47,-0.05676709
18.48,-0.059314206
18.49,-0.060911708
18.5,-0.061608993
18.51,-0.061473873
18.52,-0.060643498
18.529999,-0.059254535
18.539999,-0.05745995
18.55,-0.05545223
18.56,-0.053388108
18.57,-0.051401082
18.58,-0.049639855
18.590002,-0.048183233
18.6,-0.047096055
18.609999,-0.04640335
18.619999,-0.04610487
18.63,-0.046148658
18.64,-0.046488244
18.65,-0.04703982
18.66,-0.047713853
18.67,-0.048439346
18.68,-0.04913704
18.689999,-0.04972595
18.699999,-0.050178938
18.71,-0.0504431
18.72,-0.050527398
18.73,-0.050407387
18.740002,-0.050115477
18.75,-0.049659308
18.76,-0.04905958
18.769999,-0.048340216
18.779999,-0.047509126
18.789999,-0.046568003
18.8,-0.045502674
18.81,-0.044293106
18.82,-0.042904157
18.83,-0.041302208
18.84,-0.039455857
18.849998,-0.037330937
18.859999,-0.03491482
18.869999,-0.03220248
18.88,-0.02922791
18.890001,-0.026009927
18.9,-0.022635886
18.91,-0.019195652
18.92,-0.015786234
18.929998,-0.012538963
18.939999,-0.009565446
18.949999,-0.007007859
18.96,-0.00495633
18.97,-0.003500068
18.98,-0.002696768
18.99,-0.002554168
19.0,-0.003059953
19.009998,-0.004149674
19.019999,-0.005723365
19.029999,-0.007646875
19.04,-0.009763596
19.050001,-0.011897149
19.060001,-0.013863883
19.070002,-0.015496092
19.080002,-0.01663061
19.09,-0.017147418
19.1,-0.016962668
19.11,-0.01600874
19.12,-0.014306431
19.130001,-0.011887283
19.140001,-0.008857291
19.150002,-0.005322812
19.160002,-0.001449681
19.17,0.002601532
19.180002,0.006635906
19.19,0.010481684
19.2,0.013985635
19.210001,0.017001161
19.220001,0.019412307
19.230001,0.021160726
19.240002,0.022192795
19.25,0.022529956
19.26,0.022194125
19.27,0.021252975
19.28,0.019780464
19.29,0.017896269
19.300001,0.01568928
19.310001,0.013278086
19.320004,0.010756707
19.330002,0.008212034
19.34,0.00571479
19.35,0.003305801
19.36,0.001038596
19.37,-0.00107893
19.380001,-0.003030021
19.390001,-0.004823391
19.400002,-0.006468578
19.41,-0.00795533
19.42,-0.009294373
19.43,-0.01048035
19.44,-0.01150867
19.45,-0.012355498
19.460001,-0.013011647
19.470003,-0.013454927
19.480001,-0.013646569
19.49,-0.013588903
19.5,-0.013265546
19.51,-0.012678854
19.52,-0.011864489
19.53,-0.010832575
19.54,-0.0096425
19.550001,-0.008363283
19.560001,-0.007046528
19.57,-0.005782564
19.58,-0.004628022
19.59,-0.003665137
19.6,-0.002944264
19.61,-0.002502113
19.62,-0.0023637
19.630001,-0.002513582
19.640001,-0.00295093
19.65,-0.003606676
19.66,-0.004423119
19.67,-0.005333941
19.68,-0.006238962
19.69,-0.007069146
19.7,-0.00774305
19.710001,-0.008194332
19.720001,-0.008379726
19.73,-0.008273201
19.74,-0.007878956
19.75,-0.00720978
19.76,-0.006323435
19.77,-0.005295162
19.78,-0.004180132
19.79,-0.003083108
19.800001,-0.002084389
19.81,-0.001270094
19.82,-0.000688601
19.83,-0.000396351
19.84,-0.00042554
19.85,-0.000761155
19.86,-0.001394026
19.87,-0.002261948
19.880001,-0.003301125
19.89,-0.004457352
19.9,-0.005606608
19.91,-0.006695802
19.92,-0.007640618
19.93,-0.008370864
19.94,-0.008851716
19.95,-0.009065206
19.960001,-0.008994898
19.97,-0.008673987
19.98,-0.008141094
19.99,-0.00744977
